Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,Location_Prefix,RDataPath,Tags
Genomic_location_Ensembl_Arabidopsis_thaliana_5genes_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,www.ensembl.org,109,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Genomic_location_Ensembl_Arabidopsis_thaliana_5genes_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:DNASeqData
Genomic_location_Ensembl_Arabidopsis_thaliana_5genes_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,www.ensembl.org,109,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Genomic_location_Ensembl_Arabidopsis_thaliana_5genes_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:DNASeqData
GO_All_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_All_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_All_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_All_Arabidopsis_thaliana_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_BP_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_BP_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_BP_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_BP_Arabidopsis_thaliana_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_CC_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_CC_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_CC_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_CC_Arabidopsis_thaliana_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_MF_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_MF_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_MF_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
GO_MF_Arabidopsis_thaliana_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,http://geneontology.org/,09-05-2023,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Arabidopsis_thaliana_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
miRNA_regulation_miRTarBase_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://mirtarbase.cuhk.edu.cn/~miRTarBase/miRTarBase_2022/php/index.php,2020,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/miRNA_regulation_miRTarBase_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:miRNAData
miRNA_regulation_miRTarBase_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://mirtarbase.cuhk.edu.cn/~miRTarBase/miRTarBase_2022/php/index.php,2020,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/miRNA_regulation_miRTarBase_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:miRNAData
miRNA_regulation_miRTarBase_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://mirtarbase.cuhk.edu.cn/~miRTarBase/miRTarBase_2022/php/index.php,2020,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/miRNA_regulation_miRTarBase_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:miRNAData
miRNA_regulation_miRTarBase_Arabidopsis_thaliana_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://mirtarbase.cuhk.edu.cn/~miRTarBase/miRTarBase_2022/php/index.php,2020,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/miRNA_regulation_miRTarBase_Arabidopsis_thaliana_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:miRNAData
Pathways_Reactome_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://reactome.org/,84,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_Reactome_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Pathways_Reactome_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://reactome.org/,84,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_Reactome_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Pathways_Reactome_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://reactome.org/,84,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_Reactome_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Pathways_Reactome_Arabidopsis_thaliana_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://reactome.org/,84,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_Reactome_Arabidopsis_thaliana_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Pathways_WikiPathways_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.wikipathways.org,2021,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_WikiPathways_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Pathways_WikiPathways_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.wikipathways.org,2021,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_WikiPathways_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Pathways_WikiPathways_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.wikipathways.org,2021,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_WikiPathways_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Pathways_WikiPathways_Arabidopsis_thaliana_UniProtKB.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.wikipathways.org,2021,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Pathways_WikiPathways_Arabidopsis_thaliana_UniProtKB.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Protein_domain_PFAM_Arabidopsis_thaliana_EnsemblID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.ebi.ac.uk/interpro/,35,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Protein_domain_PFAM_Arabidopsis_thaliana_EnsemblID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Protein_domain_PFAM_Arabidopsis_thaliana_EntrezID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.ebi.ac.uk/interpro/,35,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Protein_domain_PFAM_Arabidopsis_thaliana_EntrezID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Protein_domain_PFAM_Arabidopsis_thaliana_GeneSymbol.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.ebi.ac.uk/interpro/,35,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Protein_domain_PFAM_Arabidopsis_thaliana_GeneSymbol.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
Protein_domain_PFAM_Arabidopsis_thaliana_UniprotID.rds,"ExperimentHubData package for the 'mulea' comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a data.frame for 27 different organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. Each ontology is provided with multiple gene and protein identifiers.",3.19,NA,Multiple,https://www.ebi.ac.uk/interpro/,35,Arabidopsis thaliana,3702,NA,muleaData,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/Protein_domain_PFAM_Arabidopsis_thaliana_UniprotID.rds,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data
